"eprintid","rev_number","eprint_status","userid","importid","source","dir","datestamp","lastmod","status_changed","type","succeeds","commentary","metadata_visibility","contact_email","latitude","longitude","relation_type","relation_uri","item_issues_id","item_issues_type","item_issues_description","item_issues_timestamp","item_issues_status","item_issues_reported_by","item_issues_resolved_by","item_issues_comment","item_issues_count","sword_depositor","sword_slug","creators_name.family","creators_name.given","creators_name.lineage","creators_name.honourific","creators_nim","creators_id","contributors_name.family","contributors_name.given","contributors_name.lineage","contributors_name.honourific","corp_creators","title","ispublished","subjects","divisions","full_text_status","monograph_type","pres_type","keywords","note","abstract","date","date_type","series","publication","volume","number","publisher","place_of_pub","pagerange","pages","event_title","event_location","event_dates","event_type","id_number","patent_applicant","institution","department","thesis_type","thesis_name","refereed","isbn","issn","book_title","editors_name.family","editors_name.given","editors_name.lineage","editors_name.honourific","editors_id","official_url","related_url_url","related_url_type","referencetext","funders","projects","output_media","num_pieces","composition_type","data_type","pedagogic_type","completion_time","task_purpose","skill_areas","copyright_holders","learning_level","gscholar_impact","gscholar_cluster","gscholar_datestamp"
"25483","20","archive","12",,,"disk0/00/02/54/83","2024-05-03 03:37:51","2024-05-03 03:37:51","2024-05-03 03:37:51","thesis",,,"show",,,,"","","","","","","","","","",,,,"Adhitama","Fikri","","","22.21.1568","","Pradnya D","Windha Mega","","","Universitas AMIKOM Yogyakarta","IKLAN POP MIE DI MSV STUDIO MENGGUNAKAN
METODE FRAME BY FRAME","pub","696","if","restricted",,,"Animasi, Iklan, Animator, Clean Up, MSV Studio.",,"Penulis diterima sebagai Clean Up Animator di MSV Studio sejak 29
November 2022. MSV Studio aktif mengerjakan proyek animasi, baik yang berasal
dari internal perusahaan maupun klien eksternal. Salah satu proyek yang saya ikuti
adalah proyek iklan animasi untuk produk ""Pop Mie"". Penulis bekerja sebagai
Clean Up artist dalam proyek tersebut. Sebagai seorang Clean Up artist penulis
bertanggung jawab dalam membersihkan dan menyempurnakan gambar animasi,
membuat gambar akhir lebih bersih dan baik. Dalam proyek ini, perhatian terhadap
detail dan konsistensi gambar menjadi kunci, untuk memastikan kesesuaian dengan
konsep awal yang telah dibuat. MSV Studio menerapkan standar produksi yang
seragam, memastikan animasi memenuhi standar kualitas yang tinggi. Dengan
berkontribusi dalam berbagai proyek, saya memahami pentingnya mematuhi
standar kualitas yang telah ditetapkan. Pengalaman ini membentuk saya sebagai
seorang profesional yang dapat memastikan animasi memenuhi standar kualitas
yang tinggi. Semua ini tidak hanya meningkatkan keterampilan saya sebagai Clean
Up Animator tetapi juga menjadi fondasi untuk menjadi pekerja yang lebih
profesional di industri animasi.","2024-02-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26544","24","archive","12",,,"disk0/00/02/65/44","2024-07-29 03:33:26","2024-07-29 03:33:26","2024-07-29 03:33:26","thesis",,,"show",,,,"","","","","","","","","","",,,,"Agyan","Ahmad Iqbal","","","20.11.3687","","Cahyono","Nuri","","","Universitas AMIKOM Yogyakarta","ANALISIS DAN PENGEMBANGAN APLIKASI ANDROID UNTUK MONITORING TANAMAN BERBASIS FLUTTER","pub","000.000.005","if","restricted",,,"Android, Flutter, MQTT, Monitoring, Pertanian",,"Pertanian modern saat ini membutuhkan teknologi monitoring
pertumbuhan tanaman secara real-time untuk meningkatkan efisiensi dan
produktivitas. Petani memerlukan informasi kondisi tanaman yang up to date agar
dapat segera mengatasi jika terjadi masalah pada pertumbuhan tanaman. Oleh
karena itu, tujuan penelitian ini adalah membangun aplikasi mobile berbasis
Android untuk monitoring pertumbuhan tanaman dengan memanfaatkan protokol
MQTT (Message Queuing Telemetry Transport). Aplikasi ini dirancang untuk
menerima data dari sensor-sensor yang dipasang di lapangan seperti sensor suhu,
kelembaban, dan intensitas cahaya. Data sensor akan dikirimkan melalui jaringan
MQTT dan ditampilkan pada antarmuka aplikasi Android. Dengan demikian,
petani dapat memantau kondisi pertumbuhan tanaman dari jarak jauh melalui
smartphone mereka. Selain monitoring, aplikasi ini juga dilengkapi kemampuan
kontrol terhadap peralatan seperti pompa air, lampu, dan kipas secara remote.
Aplikasi dikembangkan menggunakan framework Flutter agar dapat digunakan
baik pada perangkat Android maupun iOS. Diharapkan penelitian ini dapat
membantu petani melakukan budidaya secara lebih efisien dan produktif dengan
memanfaatkan kemajuan teknologi pertanian digital.","2024-02-28","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26237","26","archive","12",,,"disk0/00/02/62/37","2024-07-16 01:23:07","2024-07-16 01:23:07","2024-07-16 01:23:07","thesis",,,"show",,,,"","","","","","","","","","",,,,"Aji","Mei Shano Setyo","","","17.11.1140","","Slameto","Andika Agus","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI MANAJEMEN BANDWIDTH DAN
MONITORING HOTSPOT DENGAN BOT TELEGRAM DI
KANTOR JOKER PRINTINGUV","pub","000.000.003","if","restricted",,,"Manajemen bandwidth, monitoring, mikrotik, NDLC.",,"Pada era modern ini penggunaan internet menjadi sangat penting karena kita
dapat berkomunikasi dengan orang lain melalui internet dan juga pesatnya
perkembangan teknologi sekarang ini berimbas pada meningkatnya pengguna yang
mengakases layanan internet. Seperti masalah yang dihadapi kantor Joker PrintingUV
antara lain dibutuhkannya manajemen bandwidth agar internet dapat terbagi secara
merata sesuai dengan keperluan user ketika banyak user yang terhubung ke jaringan
secara bersamaan. Serta diperlukannya monitoring pada hotspot jaringan kantor Joker
PrintingUV agar admin dapat mengetahui berapa jumlah user yang sedang terhubung
ke jaringan. Oleh karena itu agar lebih mudah dalam pengelolaan jaringan perangkat
yang digunakan adalah Mikrotik. Mikrotik sendiri memliki berbagai fitur yang dapat
digunakan dalam pengelolaan jaringan seperti manajenen bandwidth, stateful firewall,
hotspot server, dan remote winbox GUI.
Penulis menggunakan metode pengembangan sistem Network Development Life Cycle
(NDLC) karena sesuia pembahasan pada penelitian ini yaitu konfigurasi jaringan yang
berkelanjutan dengan tahapan sesuai dengan metode NDLC berupa analisis, design,
simulasi, implementasi, monitoring, dan management.","2024-05-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24970","24","archive","12",,,"disk0/00/02/49/70","2024-04-25 07:35:21","2024-04-25 07:35:21","2024-04-25 07:35:21","thesis",,,"show",,,,"","","","","","","","","","",,,,"Aji","Wisnu Nugroho","","","17.11.1512","","Pradnya D","Windha Mega","","","Universitas AMIKOM Yogyakarta","OPTIMASI SUPPORT VECTOR MACHINE DENGAN PARTICLE SWARM OPTIMIZATION DALAM ANALISIS SENTIMEN KEPUASAN PELANGGAN FIRST MEDIA","pub","000.000.000A","if","restricted",,,"SVM, PSO, Textblob, SMOTE, Optimasi",,"Penyedia layanan komunikasi merupakan perusahaan yang perlu 
diperhatikan kualitas pelayanannya, harga, dan produknya. Salah satunya ialah
First Media sebagai penyedia layanan televisi berlangganan, internet, dan teleponrumah yang ada di Indonesia. Dengan perkembangan bermedia sosial saat ini,
masyarakat akan mengutarakan opini atau pengalamannya pada platform mediasosial seperti twitter. Opini yang diungkapkan oleh pengguna internet inilah yangdapat menjadi data dalam melihat kepuasan masyarakat khususnya penggunalayanan komunikasi first media 
Analisis sentimen pada penelitian ini menggunakan algoritma SupportVector Machine (SVM) berbasis Particle Swarm Optimization (PSO). Metode inidipilih karena pada dasarnya menangani klasifikasi dua kelas, sedangkan metodeParticle Swarm Optimization digunakan untuk optimasikan tingkat akurasi dari
metode Support Vector Machine. Tidak dipungkiri kombinasi kedua metodesangat baik digunakan dalam data klasifiikasi karena dapat meningkatkan nilaiakurasi menjadi lebih baik. Tujuan dilakukannya penelitian ini ialah untukmembandingkan nilai akurasi dalam proses analisis menggunakan Support VectorMachine terhadap Support Vector Machine berbasis Particle Swarm Optimization.Penelitian ini menggunakan data crawling dari media sosial twitter yang
berjumlah 1527 data. Data yang sudah melalui preprocessing data akan dilabelimenggunakan textblob yang kemudian pembobotan setelah itu implementasialgortima yang digunakan.  Akurasi dari SVM PSO linear dan RBF dimana untuk
hasil tertinggi terdapat pada SVM linear perbandingan dataset 90:10 dengan
87,84% pada SVM PSO linear tanpa SMOTE dan sebesar 93,24% pada SVMlinear +SMOTE.","2024-02-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26265","22","archive","12",,,"disk0/00/02/62/65","2024-07-16 06:13:02","2024-07-16 06:29:40","2024-07-16 06:13:02","thesis",,,"show",,,,"","","","","","","","","","",,,,"Akbar","Muhammad Ilham","","","20.11.3691","","Abdulloh","Ferian Fauzi","","","Universitas AMIKOM Yogyakarta","PERBANDINGAN TEKNIK MACHINE LEARNING UNTUK DIAGNOSIS DAN PREDIKSI PENYAKIT JANTUNG","pub","000.000.004","if","restricted",,,"Penyakit Jantung, Machine Learning, Decision Tree, Logistic Regression, Random Forest",,,"2024-03-19","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26546","22","archive","12",,,"disk0/00/02/65/46","2024-07-29 03:48:26","2024-07-29 03:48:26","2024-07-29 03:48:26","thesis",,,"show",,,,"","","","","","","","","","",,,,"Al Fatta","Khabib","","","20.11.3701","","Pambudi","Agung","","","Universitas AMIKOM Yogyakarta","ANALISIS KEAMANAN JARINGAN PADA VLAN DENGAN METODE FIREWALL SECURITY PORT MENGGUNAKAN TELEGRAM BOT SEBAGAI MONITORING","pub","000.000.004","if","restricted",,,"Keamanan Jaringan, VLAN, Firewall Security Port, Telegram Bot",,"Seiring berkembangnya era digital, melindungi keamanan jaringan
komputer menjadi hal yang penting. Pendekatan efektif untuk memastikan
keamanan ini adalah dengan menerapkan metode firewall security port. Penelitian
ini berfokus pada implementasi keamanan jaringan khususnya pada virtual local
area network (VLAN) dengan menggunakan metode firewall security port. Selain
itu, penelitian ini juga menggunakan bot Telegram sebagai sistem pemantauan
untuk mendeteksi dan merespons potensi ancaman keamanan. Tingkatkan
keamanan jaringan di area VLAN dengan mengintegrasikan teknologi port firewall.
Bot Telegram  digunakan sebagai alat pemantauan yang efisien, melakukan
pemantauan waktu nyata dan respons cepat terhadap potensi ancaman. Dengan
pendekatan ini dapat menemukan solusi untuk mengurangi potensi ancaman
keamanan jaringan di lingkungan VLAN. Hasil dari penelitian ini diharapkan dapat
memberikan kontribusi positif terhadap pengembangan keamanan jaringan VLAN
dalam konteks era digital yang dinamis.","2024-05-22","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"25283","24","archive","12",,,"disk0/00/02/52/83","2024-04-30 02:06:24","2024-04-30 02:06:24","2024-04-30 02:06:24","thesis",,,"show",,,,"","","","","","","","","","",,,,"Al Ghifari","Muhammad Naufal","","","20.11.3586","","Kharisma","Rizqi Sukma","","","Universitas AMIKOM Yogyakarta","PERANCANGAN AUGMENTED REALITY SEBAGAI MEDIA
PEMBELAJARAN PENGENALAN TATA SURYA UNTUK ANAK
BUSTANUL ATHFAL AISYIAH KEPURUN","pub","696","if","restricted",,,"Augmented Reality,Tata Surya,MDLC.",,,"2024-02-19","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26253","26","archive","12",,,"disk0/00/02/62/53","2024-07-16 03:18:04","2024-07-16 03:18:04","2024-07-16 03:18:04","thesis",,,"show",,,,"","","","","","","","","","",,,,"Alfarizi","Dito","","","20.11.3423","","Farida","Lilis Dwi","","","Universitas AMIKOM Yogyakarta","PERANCANGAN WEBSITE RESPONSIF PADA E-COMMERCE
TOKO MITRAKOM MENGGUNAKAN REACT JS","pub","000.000.005","if","restricted",,,"Website, React JS, E-Commerce.",,"Perkembangan teknologi informasi telah mengubah paradigma
perdagangan konvensional menjadi digital, memicu pertumbuhan e-commerce
sebagai platform transaksi bisnis yang dominan. Penelitian ini bertujuan untuk
merancang dan mengimplementasikan website responsif pada toko Mitrakom
menggunakan React JS. Metode penelitian yang digunakan adalah pengembangan
sistem berbasis website dengan pendekatan rancangan. Tahap awal melibatkan
analisis kebutuhan pengguna dan perancangan antarmuka, kemudian dilanjutkan
dengan pengembangan menggunakan framework React JS. Website yang responsif
dirancang untuk dapat diakses dengan optimal pada perangkat mobile, memastikan
pengalaman pengguna yang konsisten dan memuaskan.

React JS dipilih sebagai framework pengembangan utama karena
keunggulannya dalam pembuatan antarmuka pengguna yang dinamis dan responsif.
Implementasi dilakukan dengan memanfaatkan komponen React JS untuk
membangun tampilan yang modular dan efisien. Selain itu, penggunaan teknologi
ini memungkinkan manajemen keadaan yang efektif untuk meningkatkan kinerja
dan responsivitas aplikasi. Hasil implementasi dikonfirmasi melalui uji coba
fungsionalitas, uji lintas platform, dan evaluasi pengguna. Evaluasi pengguna
dilakukan untuk mengukur kepuasan pengguna terhadap responsivitas website,
navigasi, dan kegunaan fitur-fitur utama. Dengan demikian, penelitian ini
menyajikan perancangan dan implementasi website e-commerce responsif
menggunakan React JS pada platform toko Mitrakom, memberikan kontribusi pada
pengembangan e-commerce yang dapat diakses dengan baik.","2024-05-22","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
